disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,year,ongo2014,new,change,changetype_1,changetype_2,dyad,abbreva,abbrevb,lastobs,newar
27,27.006001,200,UKG,290,POL,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,200290,182,137,1,0
27,27.006001,290,POL,200,UKG,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,290200,137,182,1,0
27,27.007,200,UKG,315,CZE,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,200315,182,44,1,0
27,27.007,315,CZE,200,UKG,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,315200,44,182,1,0
27,27.007999,200,UKG,365,RUS,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,1,3,0,1,77,77,13,7,13,96,49,96,1961,0,0,0,0,0,200365,182,143,1,0
27,27.007999,365,RUS,200,UKG,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,3,1,0,1,77,77,13,13,7,96,96,49,1961,0,0,0,0,0,365200,143,182,1,0
27,27.009001,220,FRN,265,GDR,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,1,3,0,1,77,77,13,7,13,96,49,96,1961,0,0,0,0,0,220265,59,62,1,0
27,27.009001,265,GDR,220,FRN,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,3,1,0,1,77,77,13,13,7,96,96,49,1961,0,0,0,0,0,265220,62,59,1,0
27,27.01,220,FRN,290,POL,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,220290,59,137,1,0
27,27.01,290,POL,220,FRN,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,290220,137,59,1,0
27,27.011,220,FRN,315,CZE,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,220315,59,44,1,0
27,27.011,315,CZE,220,FRN,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,315220,44,59,1,0
27,27.011999,220,FRN,365,RUS,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,1,3,0,1,77,77,13,7,13,96,49,96,1961,0,0,0,0,0,220365,59,143,1,0
27,27.011999,365,RUS,220,FRN,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,3,1,0,1,77,77,13,13,7,96,96,49,1961,0,0,0,0,0,365220,143,59,1,0
27,27.013,260,GFR,265,GDR,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,1,0,0,0,18,4,0,0,1,2,0,18,4,0,2,4,3,1,0,1,77,77,17,17,17,75,75,75,1961,0,0,0,0,0,260265,63,62,1,0
27,27.013,265,GDR,260,GFR,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,0,1,2,0,18,4,0,1,0,0,0,18,4,0,4,2,1,3,0,1,77,77,17,17,17,75,75,75,1961,0,0,0,0,0,265260,62,63,1,0
27,27.014,260,GFR,290,POL,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,260290,63,137,1,0
27,27.014,290,POL,260,GFR,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,290260,137,63,1,0
27,27.014999,260,GFR,315,CZE,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,260315,63,44,1,0
27,27.014999,315,CZE,260,GFR,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,1961,0,0,0,0,0,315260,44,63,1,0
27,27.016001,260,GFR,365,RUS,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,3,1,0,1,77,77,13,7,13,96,49,96,1961,0,0,0,0,0,260365,63,143,1,0
27,27.016001,365,RUS,260,GFR,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,1,3,0,1,77,77,13,13,7,96,96,49,1961,0,0,0,0,0,365260,143,63,1,0
28,28.000999,220,FRN,616,TUN,19,7,1961,5,9,1961,6,1,3,18,4,0,1,1,0,0,0,1,18,4,1,1,1,2,3,15,4,1,3,1,3,1,0,1,49,49,17,17,13,75,75,96,1961,0,0,0,0,0,220616,59,176,1,0
28,28.000999,616,TUN,220,FRN,19,7,1961,5,9,1961,6,1,3,18,4,0,1,1,1,1,2,3,15,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,49,49,17,13,17,75,96,75,1961,0,0,0,0,0,616220,176,59,1,0
30,30.000999,300,AUH,345,YUG,6,10,1908,31,3,1909,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,87,87,17,17,17,75,75,75,1908,0,0,0,0,0,300345,8,193,0,0
30,30.000999,300,AUH,345,YUG,6,10,1908,31,3,1909,3,1,0,18,4,1,1,1,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,3,1,0,2,91,178,17,17,17,75,75,75,1909,0,0,0,0,0,300345,8,193,1,0
30,30.000999,345,YUG,300,AUH,6,10,1908,31,3,1909,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,87,87,17,17,17,75,75,75,1908,0,0,0,0,0,345300,193,8,0,0
30,30.000999,345,YUG,300,AUH,6,10,1908,31,3,1909,4,1,0,18,4,1,1,1,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,2,91,178,17,17,17,75,75,75,1909,0,0,0,0,0,345300,193,8,1,0
31,31.000999,2,USA,710,CHN,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,2710,185,36,1,1
31,31.000999,710,CHN,2,USA,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,710002,36,185,1,1
31,31.002001,200,UKG,710,CHN,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,200710,182,36,1,1
31,31.002001,710,CHN,200,UKG,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,710200,36,182,1,1
31,31.003,220,FRN,710,CHN,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,220710,59,36,1,1
31,31.003,710,CHN,220,FRN,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,710220,36,59,1,1
31,31.004,255,GMY,710,CHN,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,2,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,1900,0,0,0,0,0,255710,65,36,1,0
31,31.004,710,CHN,255,GMY,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,2,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,1900,0,0,0,0,0,710255,36,65,1,0
31,31.004999,300,AUH,710,CHN,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,1900,0,0,0,0,0,300710,8,36,1,0
31,31.004999,710,CHN,300,AUH,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,1900,0,0,0,0,0,710300,36,8,1,0
31,31.006001,325,ITA,710,CHN,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,1900,0,0,0,0,0,325710,86,36,1,0
31,31.006001,710,CHN,325,ITA,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,1900,0,0,0,0,0,710325,36,86,1,0
31,31.007,365,RUS,710,CHN,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,4,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,365710,143,36,1,1
31,31.007,710,CHN,365,RUS,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,4,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,710365,36,143,1,1
31,31.007999,710,CHN,740,JPN,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,5,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,710740,36,89,1,0
31,31.007999,740,JPN,710,CHN,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,5,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,1900,0,0,0,0,0,740710,89,36,1,0
38,38.000999,2,USA,200,UKG,29,12,1837,5,1,1838,0,0,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,3,3,16,7,16,65,49,65,1837,0,0,0,0,0,2200,185,182,0,0
38,38.000999,2,USA,200,UKG,29,12,1837,5,1,1838,5,3,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,2,6,9,16,7,16,65,49,65,1838,0,0,0,0,0,2200,185,182,1,0
38,38.000999,200,UKG,2,USA,29,12,1837,5,1,1838,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,1,3,3,16,16,7,65,65,49,1837,0,0,0,0,0,200002,182,185,0,0
38,38.000999,200,UKG,2,USA,29,12,1837,5,1,1838,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,2,6,9,16,16,7,65,65,49,1838,0,0,0,0,0,200002,182,185,1,0
40,40.000999,710,CHN,740,JPN,10,4,1928,18,11,1928,3,1,3,18,4,0,1,1,0,0,0,3,18,4,1,1,0,0,1,16,4,1,3,1,3,1,0,1,223,223,17,17,14,75,75,84,1928,0,0,0,0,0,710740,36,89,1,0
40,40.000999,740,JPN,710,CHN,10,4,1928,18,11,1928,4,1,3,18,4,0,1,1,1,0,0,1,16,4,1,0,0,0,3,18,4,1,1,3,1,3,0,1,223,223,17,14,17,75,84,75,1928,0,0,0,0,0,740710,89,36,1,0
41,41.000999,365,RUS,710,CHN,27,5,1929,3,12,1929,1,1,6,22,5,1,1,1,0,0,0,3,22,5,1,1,0,0,6,22,5,1,3,1,3,1,1,1,191,191,20,20,20,100,100,100,1929,0,0,1,0,0,365710,143,36,1,1
41,41.000999,710,CHN,365,RUS,27,5,1929,3,12,1929,2,1,6,22,5,1,1,1,1,0,0,6,22,5,1,0,0,0,3,22,5,1,1,3,1,3,1,1,191,191,20,20,20,100,100,100,1929,0,0,1,0,0,710365,36,143,1,1
43,43.000999,255,GMY,710,CHN,14,11,1897,6,3,1898,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,48,48,17,17,17,75,75,75,1897,0,0,0,0,0,255710,65,36,0,0
43,43.000999,255,GMY,710,CHN,14,11,1897,6,3,1898,1,1,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,66,114,17,17,17,75,75,75,1898,0,0,0,0,0,255710,65,36,1,0
43,43.000999,710,CHN,255,GMY,14,11,1897,6,3,1898,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,48,48,17,17,17,75,75,75,1897,0,0,0,0,0,710255,36,65,0,0
43,43.000999,710,CHN,255,GMY,14,11,1897,6,3,1898,2,1,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,2,66,114,17,17,17,75,75,75,1898,0,0,0,0,0,710255,36,65,1,0
50,50.000999,2,USA,365,RUS,4,8,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,0,1,4,3,1,0,1,5,5,7,7,7,49,49,49,1954,0,0,0,0,0,2365,185,143,1,0
50,50.000999,365,RUS,2,USA,4,8,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,8,3,1,4,1,1,3,0,1,5,5,7,7,7,49,49,49,1954,0,0,0,0,0,365002,143,185,1,0
50,50.001999,2,USA,710,CHN,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,1,324,324,7,7,7,49,49,49,1953,0,0,0,0,0,2710,185,36,0,0
50,50.001999,2,USA,710,CHN,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,2,365,689,7,7,7,49,49,49,1954,0,0,0,0,0,2710,185,36,0,0
50,50.001999,2,USA,710,CHN,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,3,365,1054,7,7,7,49,49,49,1955,0,0,0,0,0,2710,185,36,0,0
50,50.001999,2,USA,710,CHN,11,2,1953,19,1,1956,5,3,2,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,2,8,3,1,1,3,1,3,0,4,20,1074,7,7,7,49,49,49,1956,0,0,0,0,0,2710,185,36,1,0
50,50.001999,710,CHN,2,USA,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,1,324,324,7,7,7,49,49,49,1953,0,0,0,0,0,710002,36,185,0,0
50,50.001999,710,CHN,2,USA,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,2,365,689,7,7,7,49,49,49,1954,0,0,0,0,0,710002,36,185,0,0
50,50.001999,710,CHN,2,USA,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,3,365,1054,7,7,7,49,49,49,1955,0,0,0,0,0,710002,36,185,0,0
50,50.001999,710,CHN,2,USA,11,2,1953,19,1,1956,5,3,2,8,3,0,3,2,0,1,1,2,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,4,20,1074,7,7,7,49,49,49,1956,0,0,0,0,0,710002,36,185,1,0
50,50.002998,365,RUS,732,ROK,4,2,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,2,2,0,4,2,1,3,0,1,186,186,7,7,1,49,49,30,1954,0,0,0,0,0,365732,143,141,1,0
50,50.002998,732,ROK,365,RUS,4,2,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,2,2,0,0,1,1,0,8,3,0,2,4,3,1,0,1,186,186,7,1,7,49,30,49,1954,0,0,0,0,0,732365,141,143,1,0
50,50.004002,710,CHN,713,TAW,11,2,1953,19,1,1956,0,0,0,19,4,1,3,2,0,1,1,0,18,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,324,324,16,17,16,65,75,65,1953,0,0,1,0,0,710713,36,170,0,0
50,50.004002,710,CHN,713,TAW,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,2,365,689,20,20,20,100,100,100,1954,0,0,1,0,0,710713,36,170,0,1
50,50.004002,710,CHN,713,TAW,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,3,365,1054,20,20,20,100,100,100,1955,0,0,1,0,0,710713,36,170,0,1
50,50.004002,710,CHN,713,TAW,11,2,1953,19,1,1956,1,1,6,19,4,1,3,2,0,1,1,5,18,4,1,1,1,1,6,19,4,1,3,1,3,1,0,4,20,1074,16,17,16,65,75,65,1956,0,0,1,0,0,710713,36,170,1,0
50,50.004002,713,TAW,710,CHN,11,2,1953,19,1,1956,0,0,0,19,4,1,3,2,1,1,1,0,19,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,324,324,16,16,17,65,65,75,1953,0,0,1,0,0,713710,170,36,0,0
50,50.004002,713,TAW,710,CHN,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,2,365,689,20,20,20,100,100,100,1954,0,0,1,0,0,713710,170,36,0,1
50,50.004002,713,TAW,710,CHN,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,3,365,1054,20,20,20,100,100,100,1955,0,0,1,0,0,713710,170,36,0,1
50,50.004002,713,TAW,710,CHN,11,2,1953,19,1,1956,2,2,6,19,4,1,3,2,1,1,1,6,19,4,1,0,1,1,5,18,4,1,1,3,1,3,0,4,20,1074,16,16,17,65,65,75,1956,0,0,1,0,0,713710,170,36,1,0
50,50.005001,710,CHN,732,ROK,13,2,1953,13,2,1953,5,3,2,18,4,0,3,2,0,1,1,2,18,4,1,1,1,1,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,1953,0,0,0,0,0,710732,36,141,1,0
50,50.005001,732,ROK,710,CHN,13,2,1953,13,2,1953,5,3,2,18,4,0,3,2,1,1,1,0,2,2,0,0,1,1,2,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,1953,0,0,0,0,0,732710,141,36,1,0
51,51.000999,2,USA,710,CHN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,93,93,20,20,20,100,100,100,1950,0,0,1,0,0,2710,185,36,0,1
51,51.000999,2,USA,710,CHN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,458,20,20,20,100,100,100,1951,0,0,1,0,0,2710,185,36,0,1
51,51.000999,2,USA,710,CHN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,3,366,824,20,20,20,100,100,100,1952,0,0,1,0,0,2710,185,36,0,1
51,51.000999,2,USA,710,CHN,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,4,209,1033,20,20,20,100,100,100,1953,0,0,1,0,0,2710,185,36,1,1
51,51.000999,710,CHN,2,USA,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,93,93,20,20,20,100,100,100,1950,0,0,1,0,0,710002,36,185,0,1
51,51.000999,710,CHN,2,USA,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,458,20,20,20,100,100,100,1951,0,0,1,0,0,710002,36,185,0,1
51,51.000999,710,CHN,2,USA,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,3,366,824,20,20,20,100,100,100,1952,0,0,1,0,0,710002,36,185,0,1
51,51.000999,710,CHN,2,USA,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,4,209,1033,20,20,20,100,100,100,1953,0,0,1,0,0,710002,36,185,1,1
51,51.001999,2,USA,731,PRK,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,1,188,188,20,20,20,100,100,100,1950,0,0,1,0,0,2731,185,139,0,1
51,51.001999,2,USA,731,PRK,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,2,365,553,20,20,20,100,100,100,1951,0,0,1,0,0,2731,185,139,0,0
51,51.001999,2,USA,731,PRK,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,3,366,919,20,20,20,100,100,100,1952,0,0,1,0,0,2731,185,139,0,0
51,51.001999,2,USA,731,PRK,27,6,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,4,209,1128,20,20,20,100,100,100,1953,0,0,1,0,0,2731,185,139,1,0
51,51.001999,731,PRK,2,USA,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,1,188,188,20,20,20,100,100,100,1950,0,0,1,0,0,731002,139,185,0,1
51,51.001999,731,PRK,2,USA,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,2,365,553,20,20,20,100,100,100,1951,0,0,1,0,0,731002,139,185,0,0
51,51.001999,731,PRK,2,USA,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,3,366,919,20,20,20,100,100,100,1952,0,0,1,0,0,731002,139,185,0,0
51,51.001999,731,PRK,2,USA,27,6,1950,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,6,22,5,0,1,4,3,1,1,4,209,1128,20,20,20,100,100,100,1953,0,0,1,0,0,731002,139,185,1,0
51,51.002998,20,CAN,710,CHN,30,9,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,0,0,0,0,1,0,4,2,1,3,0,1,93,93,10,10,0,82,82,100,1950,0,0,1,0,0,20710,30,36,0,0
51,51.002998,20,CAN,710,CHN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,458,20,20,20,100,100,100,1951,0,0,1,0,0,20710,30,36,0,1
51,51.002998,20,CAN,710,CHN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,3,366,824,20,20,20,100,100,100,1952,0,0,1,0,0,20710,30,36,0,0
51,51.002998,20,CAN,710,CHN,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,4,209,1033,20,20,20,100,100,100,1953,0,0,1,0,0,20710,30,36,1,0
51,51.002998,710,CHN,20,CAN,30,9,1950,27,7,1953,0,0,0,12,3,0,2,17,1,0,0,0,0,1,0,0,0,0,0,12,3,0,2,4,3,1,0,1,93,93,10,0,10,82,82,82,1950,0,0,1,0,0,710020,36,30,0,0
51,51.002998,710,CHN,20,CAN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,458,20,20,20,100,100,100,1951,0,0,1,0,0,710020,36,30,0,1
51,51.002998,710,CHN,20,CAN,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,3,366,824,20,20,20,100,100,100,1952,0,0,1,0,0,710020,36,30,0,0
51,51.002998,710,CHN,20,CAN,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,4,22,5,0,2,4,3,1,1,4,209,1033,20,20,20,100,100,100,1953,0,0,1,0,0,710020,36,30,1,0
51,51.004002,20,CAN,731,PRK,29,6,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,186,186,10,10,0,82,82,82,1950,0,0,1,0,0,20731,30,139,0,0
51,51.004002,20,CAN,731,PRK,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,2,365,551,20,20,20,100,100,100,1951,0,0,1,0,0,20731,30,139,0,1
51,51.004002,20,CAN,731,PRK,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,3,366,917,20,20,20,100,100,100,1952,0,0,1,0,0,20731,30,139,0,0
51,51.004002,20,CAN,731,PRK,29,6,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,4,209,1126,20,20,20,100,100,100,1953,0,0,1,0,0,20731,30,139,1,0
