dyad_markdown	cameo_label	date	mean_goldstein	n
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-06	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-09	3.4	2
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-10	3.4	2
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-11	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-12	3.4	4
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-19	3.4	2
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-20	3.4	2
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-21	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-22	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-26	3.4	2
Angela Merkel->Jean-Claude Juncker	praise or endorse	2014-06-28	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2015-09-08	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2015-09-14	3.4	1
Angela Merkel->Jean-Claude Juncker	praise or endorse	2015-10-21	3.4	1
Angela Merkel->Organization for Security and Cooperation in Europe	rally support on behalf of	2014-04-30	3.8	3
Angela Merkel->Palestinian Territory, Occupied	reject proposal to meet, discuss, or negotiate	2014-02-25	-5	2
Angela Merkel->Russia	appeal to engage in or accept mediation	2014-07-03	4	1
Angela Merkel->Russia	refuse to yield	2014-12-18	-4	1
Angela Merkel->Russia	threaten	2014-03-13	-4.4	4
Angela Merkel->Russia	threaten	2014-03-18	-4.4	2
Angela Merkel->Russia	threaten	2014-04-30	-4.4	1
Angela Merkel->Russia	threaten	2014-05-01	-4.4	1
Angela Merkel->Russia	threaten	2014-05-02	-4.4	2
Angela Merkel->Russia	threaten	2014-05-05	-4.4	1
Angela Merkel->Russia	threaten	2014-05-06	-4.4	2
Angela Merkel->Russia	threaten	2014-05-07	-4.4	2
Angela Merkel->Russia	threaten	2014-05-11	-4.4	1
Angela Merkel->Russia	threaten	2014-06-25	-4.4	2
Angela Merkel->Russia	threaten	2014-11-18	-4.4	2
Angela Merkel->Russia	threaten	2015-02-13	-4.4	3
Angela Merkel->Russia	threaten	2015-03-04	-4.4	3
Angela Merkel->Russia	threaten	2015-03-06	-4.4	1
Angela Merkel->Russia	threaten	2015-05-21	-4.4	1
Angela Merkel->Russia	threaten with sanctions, boycott, embargo	2014-04-25	-5.8	1
Angela Merkel->Russia	threaten with sanctions, boycott, embargo	2014-05-02	-5.8	1
Angela Merkel->Russia	threaten with sanctions, boycott, embargo	2014-06-21	-5.8	1
Angela Merkel->Russia	threaten with sanctions, boycott, embargo	2015-02-09	-5.8	1
Angela Merkel->Ukraine	appeal to others to settle dispute	2014-07-03	4	1
Angela Merkel->Ukraine	appeal to others to settle dispute	2014-07-18	4	6
Angela Merkel->Ukraine	appeal to others to settle dispute	2014-07-19	4	1
Angela Merkel->Ukraine	appeal to others to settle dispute	2015-01-31	4	1
Angela Merkel->Ukraine	appeal to others to settle dispute	2015-02-01	4	2
Angela Merkel->Ukraine	appeal to others to settle dispute	2015-02-06	4	1
Angela Merkel->Ukraine	appeal to others to settle dispute	2015-02-07	4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-02-28	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-03-01	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-04-12	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-04-25	-0.4	2
Angela Merkel->Ukraine	make pessimistic comment	2014-08-15	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-11-07	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2014-11-08	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2015-01-12	-0.4	1
Angela Merkel->Ukraine	make pessimistic comment	2015-02-14	-0.4	1
Angela Merkel->Vladimir Putin	appeal for diplomatic cooperation (such as policy support)	2013-08-29	3.4	2
Angela Merkel->Vladimir Putin	appeal for diplomatic cooperation (such as policy support)	2014-05-05	3.4	1
Angela Merkel->Vladimir Putin	appeal for diplomatic cooperation (such as policy support)	2014-06-22	3.4	2
Angela Merkel->Vladimir Putin	appeal for diplomatic cooperation (such as policy support)	2014-07-03	3.4	2
Angela Merkel->Vladimir Putin	appeal for diplomatic cooperation (such as policy support)	2014-10-24	3.4	1
Angela Merkel->Vladimir Putin	appeal for release of persons or property	2014-05-01	-0.3	2
Angela Merkel->Vladimir Putin	appeal for release of persons or property	2015-03-04	-0.3	1
Angela Merkel->Vladimir Putin	discuss by telephone	2013-08-29	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2013-10-16	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-02-19	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2014-02-23	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-02	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-03	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-04	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-05	1	4
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-06	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-10	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-11	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-16	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-17	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-23	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-03-31	1	7
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-01	1	4
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-02	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-09	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-16	1	5
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-17	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-04-25	1	6
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-01	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-02	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-04	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-05	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-15	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-28	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-05-30	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-06-03	1	6
Angela Merkel->Vladimir Putin	discuss by telephone	2014-06-11	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-06-26	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-07-19	1	9
Angela Merkel->Vladimir Putin	discuss by telephone	2014-07-20	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-06	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-07	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-15	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-16	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-22	1	5
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-23	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-27	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-08-28	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-09-15	1	5
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-01	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-02	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-12	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-14	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-16	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2014-10-31	1	6
Angela Merkel->Vladimir Putin	discuss by telephone	2014-11-03	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2014-12-22	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2015-01-10	1	3
Angela Merkel->Vladimir Putin	discuss by telephone	2015-01-12	1	2
Angela Merkel->Vladimir Putin	discuss by telephone	2015-01-16	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2015-07-24	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2015-08-29	1	1
Angela Merkel->Vladimir Putin	discuss by telephone	2015-10-31	1	1
Angela Merkel->Vladimir Putin	make an appeal or request	2013-04-08	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2013-08-29	3	3
Angela Merkel->Vladimir Putin	make an appeal or request	2014-01-29	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-02-28	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-03-01	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-04-25	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-05-01	3	4
Angela Merkel->Vladimir Putin	make an appeal or request	2014-05-10	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-05-11	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-05-20	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-05-23	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-06-04	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-06-15	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-06-16	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-06-19	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-07-03	3	4
Angela Merkel->Vladimir Putin	make an appeal or request	2014-07-04	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-07-13	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-07-19	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-08-07	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2014-08-15	3	4
Angela Merkel->Vladimir Putin	make an appeal or request	2014-10-24	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2014-10-31	3	2
Angela Merkel->Vladimir Putin	make an appeal or request	2015-02-28	3	5
Angela Merkel->Vladimir Putin	make an appeal or request	2015-03-01	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2015-05-29	3	1
Angela Merkel->Vladimir Putin	make an appeal or request	2015-05-30	3	2
Angelino Alfano->European Union	demand mediation	2014-05-13	-5	1
Appeals Court (France)->Jerome Kerviel	refuse to release persons or property	2014-05-17	-4	1
Appeals Court (Russia)->Citizen (Russia)	ease administrative sanctions	2014-03-06	5	2
Argentina->Citizen (Russia)	grant asylum	2014-10-20	7	1
Armed Band (Ukraine)->Ukraine	conduct suicide, car, or other non-military bombing	2014-10-07	-10	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-02-27	-9.5	3
Armed Band (Ukraine)->Ukraine	occupy territory	2014-02-28	-9.5	8
Armed Band (Ukraine)->Ukraine	occupy territory	2014-03-01	-9.5	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-03-03	-9.5	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-03-06	-9.5	2
Armed Band (Ukraine)->Ukraine	occupy territory	2014-04-12	-9.5	2
Armed Band (Ukraine)->Ukraine	occupy territory	2014-04-17	-9.5	2
Armed Band (Ukraine)->Ukraine	occupy territory	2014-05-20	-9.5	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-05-27	-9.5	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-07-02	-9.5	1
Armed Band (Ukraine)->Ukraine	occupy territory	2014-09-16	-9.5	1
Armed Forces of the Philippines->Citizen (Germany)	complain officially	2014-10-24	-2	1
Armed Forces of the Russian Federation->Military (Ukraine)	ease military blockade	2014-03-18	9	1
Armed Forces of the Russian Federation->Other Authorities / Officials (Ukraine)	return, release property	2014-04-15	7	2
Armed Forces of the Russian Federation->Russia	increase military alert status	2014-08-13	-7.2	2
Armed Forces of the Russian Federation->Russia	increase military alert status	2014-09-10	-7.2	1
Armed Forces of the Russian Federation->Russia	increase military alert status	2015-03-05	-7.2	1
Armed Forces of the Russian Federation->Ukraine	conduct suicide, car, or other non-military bombing	2014-08-21	-10	1
Armed Forces of the Russian Federation->Ukraine	increase police alert status	2014-03-27	-7.2	1
Armed Gang (Afghanistan)->Afghanistan	carry out suicide bombing	2014-11-25	-10	1
Armed Gang (Afghanistan)->Afghanistan	carry out suicide bombing	2014-12-14	-10	1
Armed Gang (Afghanistan)->North Atlantic Treaty Organization	carry out suicide bombing	2013-07-23	-10	3
Armed Gang (Afghanistan)->North Atlantic Treaty Organization	carry out suicide bombing	2014-02-10	-10	1
Armed Gang (Afghanistan)->North Atlantic Treaty Organization	carry out suicide bombing	2014-09-16	-10	2
Armed Gang (Afghanistan)->North Atlantic Treaty Organization	carry out suicide bombing	2015-07-07	-10	2
Armed Gang (Afghanistan)->North Atlantic Treaty Organization	carry out suicide bombing	2015-12-21	-10	1
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2013-11-18	-9	2
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2014-11-25	-9	2
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-09	-9	25
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-10	-9	2
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-11	-9	1
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-12	-9	5
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-14	-9	3
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-01-16	-9	2
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-07-13	-9	2
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-11-13	-9	3
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-11-14	-9	1
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2015-11-15	-9	1
Armed Gang (France)->Citizen (France)	abduct, hijack, or take hostage	2016-01-07	-9	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-07	-10	3
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-08	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-09	-10	3
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-10	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-12	-10	2
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-13	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-15	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-16	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-01-20	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-11-14	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-11-17	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-11-25	-10	1
Armed Gang (France)->Citizen (France)	engage in mass killings	2015-12-05	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2013-04-25	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2013-11-19	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2013-11-21	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2013-11-22	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2014-02-20	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2014-02-21	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-07	-10	8
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-08	-10	14
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-09	-10	6
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-10	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-12	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-13	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-14	-10	5
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-15	-10	3
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-16	-10	4
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-17	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-18	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-21	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-01-28	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-04-22	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-06-17	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-08-22	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-09-13	-10	2
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-11-15	-10	3
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-11-16	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-11-17	-10	4
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-11-18	-10	3
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-11-19	-10	1
Armed Gang (France)->Citizen (France)	fight with small arms and light weapons	2015-12-01	-10	1
Armed Gang (France)->Citizen (France)	threaten with military force	2015-01-09	-7	6
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-03-16	-9	1
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-03-27	-9	1
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-04-25	-9	2
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-11-18	-9	5
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-11-19	-9	3
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-11-20	-9	1
Armed Gang (France)->Citizen (France)	use unconventional violence	2013-11-21	-9	5
Armed Gang (France)->Citizen (France)	use unconventional violence	2015-01-07	-9	32
Armed Gang (France)->Citizen (France)	use unconventional violence	2015-01-08	-9	35
Armed Gang (France)->Citizen (France)	use unconventional violence	2015-01-09	-9	30
Armed Gang (France)->Citizen (France)	use unconventional violence	2015-01-10	-9	10
Armed Gang (France)->Citizen (France)	use unconventional violence	2015-01-11	-9	11
